"","origine","sex","age","year","immigrati"
"1","Italia","Maschi","Fino a 17 anni",2002,5110
"2","Italia","Maschi","Fino a 17 anni",2003,5404
"3","Italia","Maschi","Fino a 17 anni",2004,3917
"4","Italia","Maschi","Fino a 17 anni",2005,4325
"5","Italia","Maschi","Fino a 17 anni",2006,4211
"6","Italia","Maschi","Fino a 17 anni",2007,4138
"7","Italia","Maschi","Fino a 17 anni",2008,3728
"8","Italia","Maschi","Fino a 17 anni",2009,3339
"9","Italia","Maschi","Fino a 17 anni",2010,3247
"10","Italia","Maschi","Fino a 17 anni",2011,3543
"11","Italia","Maschi","Fino a 17 anni",2012,3395
"12","Italia","Maschi","Fino a 17 anni",2013,3096
"13","Italia","Maschi","Fino a 17 anni",2014,3273
"14","Italia","Maschi","Fino a 17 anni",2015,3116
"15","Italia","Maschi","Fino a 17 anni",2016,4165
"16","Italia","Maschi","Fino a 17 anni",2017,4380
"17","Italia","Maschi","Fino a 17 anni",2018,4976
"18","Italia","Maschi","Fino a 17 anni",2019,6773
"19","Italia","Maschi","Fino a 17 anni",2020,6748
"20","Italia","Maschi","Fino a 17 anni",2021,8161
"21","Italia","Maschi","Fino a 17 anni",2022,8817
"22","Italia","Maschi","Fino a 17 anni",2023,6906
"23","Italia","Maschi","Fino a 17 anni",2024,6660
"24","Italia","Maschi","Fino a 17 anni",2025,5287
"25","Italia","Maschi","18-39 anni",2002,10020
"26","Italia","Maschi","18-39 anni",2003,10804
"27","Italia","Maschi","18-39 anni",2004,8706
"28","Italia","Maschi","18-39 anni",2005,7973
"29","Italia","Maschi","18-39 anni",2006,7551
"30","Italia","Maschi","18-39 anni",2007,7403
"31","Italia","Maschi","18-39 anni",2008,6351
"32","Italia","Maschi","18-39 anni",2009,5705
"33","Italia","Maschi","18-39 anni",2010,5355
"34","Italia","Maschi","18-39 anni",2011,5617
"35","Italia","Maschi","18-39 anni",2012,5178
"36","Italia","Maschi","18-39 anni",2013,5118
"37","Italia","Maschi","18-39 anni",2014,5456
"38","Italia","Maschi","18-39 anni",2015,5971
"39","Italia","Maschi","18-39 anni",2016,8034
"40","Italia","Maschi","18-39 anni",2017,8967
"41","Italia","Maschi","18-39 anni",2018,10332
"42","Italia","Maschi","18-39 anni",2019,13867
"43","Italia","Maschi","18-39 anni",2020,11745
"44","Italia","Maschi","18-39 anni",2021,16639
"45","Italia","Maschi","18-39 anni",2022,14900
"46","Italia","Maschi","18-39 anni",2023,12963
"47","Italia","Maschi","18-39 anni",2024,12576
"48","Italia","Maschi","18-39 anni",2025,12971
"49","Italia","Maschi","40-64 anni",2002,7138
"50","Italia","Maschi","40-64 anni",2003,7118
"51","Italia","Maschi","40-64 anni",2004,6284
"52","Italia","Maschi","40-64 anni",2005,6131
"53","Italia","Maschi","40-64 anni",2006,6296
"54","Italia","Maschi","40-64 anni",2007,6021
"55","Italia","Maschi","40-64 anni",2008,5222
"56","Italia","Maschi","40-64 anni",2009,5130
"57","Italia","Maschi","40-64 anni",2010,4990
"58","Italia","Maschi","40-64 anni",2011,5477
"59","Italia","Maschi","40-64 anni",2012,5252
"60","Italia","Maschi","40-64 anni",2013,4945
"61","Italia","Maschi","40-64 anni",2014,5094
"62","Italia","Maschi","40-64 anni",2015,5736
"63","Italia","Maschi","40-64 anni",2016,6915
"64","Italia","Maschi","40-64 anni",2017,7881
"65","Italia","Maschi","40-64 anni",2018,8352
"66","Italia","Maschi","40-64 anni",2019,13656
"67","Italia","Maschi","40-64 anni",2020,10144
"68","Italia","Maschi","40-64 anni",2021,12713
"69","Italia","Maschi","40-64 anni",2022,14027
"70","Italia","Maschi","40-64 anni",2023,11122
"71","Italia","Maschi","40-64 anni",2024,9846
"72","Italia","Maschi","40-64 anni",2025,9689
"73","Italia","Maschi","65 anni e più",2002,2625
"74","Italia","Maschi","65 anni e più",2003,2987
"75","Italia","Maschi","65 anni e più",2004,2837
"76","Italia","Maschi","65 anni e più",2005,2699
"77","Italia","Maschi","65 anni e più",2006,2874
"78","Italia","Maschi","65 anni e più",2007,2486
"79","Italia","Maschi","65 anni e più",2008,2311
"80","Italia","Maschi","65 anni e più",2009,2213
"81","Italia","Maschi","65 anni e più",2010,2079
"82","Italia","Maschi","65 anni e più",2011,2305
"83","Italia","Maschi","65 anni e più",2012,2250
"84","Italia","Maschi","65 anni e più",2013,2552
"85","Italia","Maschi","65 anni e più",2014,2420
"86","Italia","Maschi","65 anni e più",2015,2263
"87","Italia","Maschi","65 anni e più",2016,2629
"88","Italia","Maschi","65 anni e più",2017,2824
"89","Italia","Maschi","65 anni e più",2018,2998
"90","Italia","Maschi","65 anni e più",2019,4083
"91","Italia","Maschi","65 anni e più",2020,2850
"92","Italia","Maschi","65 anni e più",2021,4199
"93","Italia","Maschi","65 anni e più",2022,4387
"94","Italia","Maschi","65 anni e più",2023,3879
"95","Italia","Maschi","65 anni e più",2024,3807
"96","Italia","Maschi","65 anni e più",2025,3719
"97","Italia","Maschi","Totale",2002,24893
"98","Italia","Maschi","Totale",2003,26313
"99","Italia","Maschi","Totale",2004,21744
"100","Italia","Maschi","Totale",2005,21128
"101","Italia","Maschi","Totale",2006,20932
"102","Italia","Maschi","Totale",2007,20048
"103","Italia","Maschi","Totale",2008,17612
"104","Italia","Maschi","Totale",2009,16387
"105","Italia","Maschi","Totale",2010,15671
"106","Italia","Maschi","Totale",2011,16942
"107","Italia","Maschi","Totale",2012,16075
"108","Italia","Maschi","Totale",2013,15711
"109","Italia","Maschi","Totale",2014,16243
"110","Italia","Maschi","Totale",2015,17086
"111","Italia","Maschi","Totale",2016,21743
"112","Italia","Maschi","Totale",2017,24052
"113","Italia","Maschi","Totale",2018,26658
"114","Italia","Maschi","Totale",2019,38379
"115","Italia","Maschi","Totale",2020,31487
"116","Italia","Maschi","Totale",2021,41712
"117","Italia","Maschi","Totale",2022,42131
"118","Italia","Maschi","Totale",2023,34870
"119","Italia","Maschi","Totale",2024,32889
"120","Italia","Maschi","Totale",2025,31666
"121","Italia","Femmine","Fino a 17 anni",2002,4864
"122","Italia","Femmine","Fino a 17 anni",2003,4863
"123","Italia","Femmine","Fino a 17 anni",2004,3785
"124","Italia","Femmine","Fino a 17 anni",2005,3906
"125","Italia","Femmine","Fino a 17 anni",2006,4025
"126","Italia","Femmine","Fino a 17 anni",2007,3881
"127","Italia","Femmine","Fino a 17 anni",2008,3427
"128","Italia","Femmine","Fino a 17 anni",2009,3047
"129","Italia","Femmine","Fino a 17 anni",2010,2993
"130","Italia","Femmine","Fino a 17 anni",2011,3529
"131","Italia","Femmine","Fino a 17 anni",2012,3284
"132","Italia","Femmine","Fino a 17 anni",2013,2981
"133","Italia","Femmine","Fino a 17 anni",2014,3147
"134","Italia","Femmine","Fino a 17 anni",2015,3025
"135","Italia","Femmine","Fino a 17 anni",2016,3682
"136","Italia","Femmine","Fino a 17 anni",2017,4120
"137","Italia","Femmine","Fino a 17 anni",2018,4498
"138","Italia","Femmine","Fino a 17 anni",2019,6962
"139","Italia","Femmine","Fino a 17 anni",2020,6373
"140","Italia","Femmine","Fino a 17 anni",2021,7591
"141","Italia","Femmine","Fino a 17 anni",2022,8340
"142","Italia","Femmine","Fino a 17 anni",2023,6617
"143","Italia","Femmine","Fino a 17 anni",2024,6074
"144","Italia","Femmine","Fino a 17 anni",2025,4820
"145","Italia","Femmine","18-39 anni",2002,7952
"146","Italia","Femmine","18-39 anni",2003,8670
"147","Italia","Femmine","18-39 anni",2004,8702
"148","Italia","Femmine","18-39 anni",2005,6055
"149","Italia","Femmine","18-39 anni",2006,6195
"150","Italia","Femmine","18-39 anni",2007,6345
"151","Italia","Femmine","18-39 anni",2008,5485
"152","Italia","Femmine","18-39 anni",2009,4804
"153","Italia","Femmine","18-39 anni",2010,4688
"154","Italia","Femmine","18-39 anni",2011,5240
"155","Italia","Femmine","18-39 anni",2012,4722
"156","Italia","Femmine","18-39 anni",2013,4410
"157","Italia","Femmine","18-39 anni",2014,4775
"158","Italia","Femmine","18-39 anni",2015,4898
"159","Italia","Femmine","18-39 anni",2016,6605
"160","Italia","Femmine","18-39 anni",2017,7506
"161","Italia","Femmine","18-39 anni",2018,8463
"162","Italia","Femmine","18-39 anni",2019,11710
"163","Italia","Femmine","18-39 anni",2020,10124
"164","Italia","Femmine","18-39 anni",2021,13879
"165","Italia","Femmine","18-39 anni",2022,12574
"166","Italia","Femmine","18-39 anni",2023,10756
"167","Italia","Femmine","18-39 anni",2024,10811
"168","Italia","Femmine","18-39 anni",2025,11293
"169","Italia","Femmine","40-64 anni",2002,4887
"170","Italia","Femmine","40-64 anni",2003,5488
"171","Italia","Femmine","40-64 anni",2004,5464
"172","Italia","Femmine","40-64 anni",2005,4211
"173","Italia","Femmine","40-64 anni",2006,4435
"174","Italia","Femmine","40-64 anni",2007,4664
"175","Italia","Femmine","40-64 anni",2008,3877
"176","Italia","Femmine","40-64 anni",2009,3531
"177","Italia","Femmine","40-64 anni",2010,3511
"178","Italia","Femmine","40-64 anni",2011,4028
"179","Italia","Femmine","40-64 anni",2012,3611
"180","Italia","Femmine","40-64 anni",2013,3566
"181","Italia","Femmine","40-64 anni",2014,3448
"182","Italia","Femmine","40-64 anni",2015,3510
"183","Italia","Femmine","40-64 anni",2016,4176
"184","Italia","Femmine","40-64 anni",2017,4844
"185","Italia","Femmine","40-64 anni",2018,5258
"186","Italia","Femmine","40-64 anni",2019,8268
"187","Italia","Femmine","40-64 anni",2020,6104
"188","Italia","Femmine","40-64 anni",2021,8718
"189","Italia","Femmine","40-64 anni",2022,8753
"190","Italia","Femmine","40-64 anni",2023,6694
"191","Italia","Femmine","40-64 anni",2024,6406
"192","Italia","Femmine","40-64 anni",2025,6512
"193","Italia","Femmine","65 anni e più",2002,1880
"194","Italia","Femmine","65 anni e più",2003,2196
"195","Italia","Femmine","65 anni e più",2004,2099
"196","Italia","Femmine","65 anni e più",2005,2026
"197","Italia","Femmine","65 anni e più",2006,2079
"198","Italia","Femmine","65 anni e più",2007,1755
"199","Italia","Femmine","65 anni e più",2008,1717
"200","Italia","Femmine","65 anni e più",2009,1561
"201","Italia","Femmine","65 anni e più",2010,1329
"202","Italia","Femmine","65 anni e più",2011,1727
"203","Italia","Femmine","65 anni e più",2012,1775
"204","Italia","Femmine","65 anni e più",2013,1765
"205","Italia","Femmine","65 anni e più",2014,1658
"206","Italia","Femmine","65 anni e più",2015,1533
"207","Italia","Femmine","65 anni e più",2016,1688
"208","Italia","Femmine","65 anni e più",2017,1847
"209","Italia","Femmine","65 anni e più",2018,1947
"210","Italia","Femmine","65 anni e più",2019,2888
"211","Italia","Femmine","65 anni e più",2020,1672
"212","Italia","Femmine","65 anni e più",2021,2859
"213","Italia","Femmine","65 anni e più",2022,2692
"214","Italia","Femmine","65 anni e più",2023,2349
"215","Italia","Femmine","65 anni e più",2024,2288
"216","Italia","Femmine","65 anni e più",2025,2160
"217","Italia","Femmine","Totale",2002,19583
"218","Italia","Femmine","Totale",2003,21217
"219","Italia","Femmine","Totale",2004,20050
"220","Italia","Femmine","Totale",2005,16198
"221","Italia","Femmine","Totale",2006,16734
"222","Italia","Femmine","Totale",2007,16645
"223","Italia","Femmine","Totale",2008,14506
"224","Italia","Femmine","Totale",2009,12943
"225","Italia","Femmine","Totale",2010,12521
"226","Italia","Femmine","Totale",2011,14524
"227","Italia","Femmine","Totale",2012,13392
"228","Italia","Femmine","Totale",2013,12722
"229","Italia","Femmine","Totale",2014,13028
"230","Italia","Femmine","Totale",2015,12966
"231","Italia","Femmine","Totale",2016,16151
"232","Italia","Femmine","Totale",2017,18317
"233","Italia","Femmine","Totale",2018,20166
"234","Italia","Femmine","Totale",2019,29828
"235","Italia","Femmine","Totale",2020,24273
"236","Italia","Femmine","Totale",2021,33047
"237","Italia","Femmine","Totale",2022,32359
"238","Italia","Femmine","Totale",2023,26416
"239","Italia","Femmine","Totale",2024,25579
"240","Italia","Femmine","Totale",2025,24785
"241","Italia","Totale","Fino a 17 anni",2002,9974
"242","Italia","Totale","Fino a 17 anni",2003,10267
"243","Italia","Totale","Fino a 17 anni",2004,7702
"244","Italia","Totale","Fino a 17 anni",2005,8231
"245","Italia","Totale","Fino a 17 anni",2006,8236
"246","Italia","Totale","Fino a 17 anni",2007,8019
"247","Italia","Totale","Fino a 17 anni",2008,7155
"248","Italia","Totale","Fino a 17 anni",2009,6386
"249","Italia","Totale","Fino a 17 anni",2010,6240
"250","Italia","Totale","Fino a 17 anni",2011,7072
"251","Italia","Totale","Fino a 17 anni",2012,6679
"252","Italia","Totale","Fino a 17 anni",2013,6077
"253","Italia","Totale","Fino a 17 anni",2014,6420
"254","Italia","Totale","Fino a 17 anni",2015,6141
"255","Italia","Totale","Fino a 17 anni",2016,7847
"256","Italia","Totale","Fino a 17 anni",2017,8500
"257","Italia","Totale","Fino a 17 anni",2018,9474
"258","Italia","Totale","Fino a 17 anni",2019,13735
"259","Italia","Totale","Fino a 17 anni",2020,13121
"260","Italia","Totale","Fino a 17 anni",2021,15752
"261","Italia","Totale","Fino a 17 anni",2022,17157
"262","Italia","Totale","Fino a 17 anni",2023,13523
"263","Italia","Totale","Fino a 17 anni",2024,12734
"264","Italia","Totale","Fino a 17 anni",2025,10107
"265","Italia","Totale","18-39 anni",2002,17972
"266","Italia","Totale","18-39 anni",2003,19474
"267","Italia","Totale","18-39 anni",2004,17408
"268","Italia","Totale","18-39 anni",2005,14028
"269","Italia","Totale","18-39 anni",2006,13746
"270","Italia","Totale","18-39 anni",2007,13748
"271","Italia","Totale","18-39 anni",2008,11836
"272","Italia","Totale","18-39 anni",2009,10509
"273","Italia","Totale","18-39 anni",2010,10043
"274","Italia","Totale","18-39 anni",2011,10857
"275","Italia","Totale","18-39 anni",2012,9900
"276","Italia","Totale","18-39 anni",2013,9528
"277","Italia","Totale","18-39 anni",2014,10231
"278","Italia","Totale","18-39 anni",2015,10869
"279","Italia","Totale","18-39 anni",2016,14639
"280","Italia","Totale","18-39 anni",2017,16473
"281","Italia","Totale","18-39 anni",2018,18795
"282","Italia","Totale","18-39 anni",2019,25577
"283","Italia","Totale","18-39 anni",2020,21869
"284","Italia","Totale","18-39 anni",2021,30518
"285","Italia","Totale","18-39 anni",2022,27474
"286","Italia","Totale","18-39 anni",2023,23719
"287","Italia","Totale","18-39 anni",2024,23387
"288","Italia","Totale","18-39 anni",2025,24264
"289","Italia","Totale","40-64 anni",2002,12025
"290","Italia","Totale","40-64 anni",2003,12606
"291","Italia","Totale","40-64 anni",2004,11748
"292","Italia","Totale","40-64 anni",2005,10342
"293","Italia","Totale","40-64 anni",2006,10731
"294","Italia","Totale","40-64 anni",2007,10685
"295","Italia","Totale","40-64 anni",2008,9099
"296","Italia","Totale","40-64 anni",2009,8661
"297","Italia","Totale","40-64 anni",2010,8501
"298","Italia","Totale","40-64 anni",2011,9505
"299","Italia","Totale","40-64 anni",2012,8863
"300","Italia","Totale","40-64 anni",2013,8511
"301","Italia","Totale","40-64 anni",2014,8542
"302","Italia","Totale","40-64 anni",2015,9246
"303","Italia","Totale","40-64 anni",2016,11091
"304","Italia","Totale","40-64 anni",2017,12725
"305","Italia","Totale","40-64 anni",2018,13610
"306","Italia","Totale","40-64 anni",2019,21924
"307","Italia","Totale","40-64 anni",2020,16248
"308","Italia","Totale","40-64 anni",2021,21431
"309","Italia","Totale","40-64 anni",2022,22780
"310","Italia","Totale","40-64 anni",2023,17816
"311","Italia","Totale","40-64 anni",2024,16252
"312","Italia","Totale","40-64 anni",2025,16201
"313","Italia","Totale","65 anni e più",2002,4505
"314","Italia","Totale","65 anni e più",2003,5183
"315","Italia","Totale","65 anni e più",2004,4936
"316","Italia","Totale","65 anni e più",2005,4725
"317","Italia","Totale","65 anni e più",2006,4953
"318","Italia","Totale","65 anni e più",2007,4241
"319","Italia","Totale","65 anni e più",2008,4028
"320","Italia","Totale","65 anni e più",2009,3774
"321","Italia","Totale","65 anni e più",2010,3408
"322","Italia","Totale","65 anni e più",2011,4032
"323","Italia","Totale","65 anni e più",2012,4025
"324","Italia","Totale","65 anni e più",2013,4317
"325","Italia","Totale","65 anni e più",2014,4078
"326","Italia","Totale","65 anni e più",2015,3796
"327","Italia","Totale","65 anni e più",2016,4317
"328","Italia","Totale","65 anni e più",2017,4671
"329","Italia","Totale","65 anni e più",2018,4945
"330","Italia","Totale","65 anni e più",2019,6971
"331","Italia","Totale","65 anni e più",2020,4522
"332","Italia","Totale","65 anni e più",2021,7058
"333","Italia","Totale","65 anni e più",2022,7079
"334","Italia","Totale","65 anni e più",2023,6228
"335","Italia","Totale","65 anni e più",2024,6095
"336","Italia","Totale","65 anni e più",2025,5879
"337","Italia","Totale","Totale",2002,44476
"338","Italia","Totale","Totale",2003,47530
"339","Italia","Totale","Totale",2004,41794
"340","Italia","Totale","Totale",2005,37326
"341","Italia","Totale","Totale",2006,37666
"342","Italia","Totale","Totale",2007,36693
"343","Italia","Totale","Totale",2008,32118
"344","Italia","Totale","Totale",2009,29330
"345","Italia","Totale","Totale",2010,28192
"346","Italia","Totale","Totale",2011,31466
"347","Italia","Totale","Totale",2012,29467
"348","Italia","Totale","Totale",2013,28433
"349","Italia","Totale","Totale",2014,29271
"350","Italia","Totale","Totale",2015,30052
"351","Italia","Totale","Totale",2016,37894
"352","Italia","Totale","Totale",2017,42369
"353","Italia","Totale","Totale",2018,46824
"354","Italia","Totale","Totale",2019,68207
"355","Italia","Totale","Totale",2020,55760
"356","Italia","Totale","Totale",2021,74759
"357","Italia","Totale","Totale",2022,74490
"358","Italia","Totale","Totale",2023,61286
"359","Italia","Totale","Totale",2024,58468
"360","Italia","Totale","Totale",2025,56451
"361","Paesi esteri","Maschi","Fino a 17 anni",2002,20963
"362","Paesi esteri","Maschi","Fino a 17 anni",2003,22722
"363","Paesi esteri","Maschi","Fino a 17 anni",2004,28819
"364","Paesi esteri","Maschi","Fino a 17 anni",2005,34300
"365","Paesi esteri","Maschi","Fino a 17 anni",2006,28649
"366","Paesi esteri","Maschi","Fino a 17 anni",2007,41394
"367","Paesi esteri","Maschi","Fino a 17 anni",2008,41159
"368","Paesi esteri","Maschi","Fino a 17 anni",2009,36654
"369","Paesi esteri","Maschi","Fino a 17 anni",2010,34150
"370","Paesi esteri","Maschi","Fino a 17 anni",2011,31037
"371","Paesi esteri","Maschi","Fino a 17 anni",2012,28405
"372","Paesi esteri","Maschi","Fino a 17 anni",2013,24505
"373","Paesi esteri","Maschi","Fino a 17 anni",2014,21433
"374","Paesi esteri","Maschi","Fino a 17 anni",2015,22507
"375","Paesi esteri","Maschi","Fino a 17 anni",2016,22898
"376","Paesi esteri","Maschi","Fino a 17 anni",2017,26507
"377","Paesi esteri","Maschi","Fino a 17 anni",2018,26933
"378","Paesi esteri","Maschi","Fino a 17 anni",2019,27197
"379","Paesi esteri","Maschi","Fino a 17 anni",2020,18800
"380","Paesi esteri","Maschi","Fino a 17 anni",2021,23162
"381","Paesi esteri","Maschi","Fino a 17 anni",2022,34502
"382","Paesi esteri","Maschi","Fino a 17 anni",2023,39458
"383","Paesi esteri","Maschi","Fino a 17 anni",2024,40643
"384","Paesi esteri","Maschi","Fino a 17 anni",2025,39402
"385","Paesi esteri","Maschi","18-39 anni",2002,46395
"386","Paesi esteri","Maschi","18-39 anni",2003,139452
"387","Paesi esteri","Maschi","18-39 anni",2004,130913
"388","Paesi esteri","Maschi","18-39 anni",2005,70607
"389","Paesi esteri","Maschi","18-39 anni",2006,62144
"390","Paesi esteri","Maschi","18-39 anni",2007,147401
"391","Paesi esteri","Maschi","18-39 anni",2008,134924
"392","Paesi esteri","Maschi","18-39 anni",2009,110299
"393","Paesi esteri","Maschi","18-39 anni",2010,122391
"394","Paesi esteri","Maschi","18-39 anni",2011,109203
"395","Paesi esteri","Maschi","18-39 anni",2012,101283
"396","Paesi esteri","Maschi","18-39 anni",2013,83812
"397","Paesi esteri","Maschi","18-39 anni",2014,79968
"398","Paesi esteri","Maschi","18-39 anni",2015,90532
"399","Paesi esteri","Maschi","18-39 anni",2016,102891
"400","Paesi esteri","Maschi","18-39 anni",2017,125504
"401","Paesi esteri","Maschi","18-39 anni",2018,106787
"402","Paesi esteri","Maschi","18-39 anni",2019,73656
"403","Paesi esteri","Maschi","18-39 anni",2020,57516
"404","Paesi esteri","Maschi","18-39 anni",2021,78148
"405","Paesi esteri","Maschi","18-39 anni",2022,104429
"406","Paesi esteri","Maschi","18-39 anni",2023,128942
"407","Paesi esteri","Maschi","18-39 anni",2024,143899
"408","Paesi esteri","Maschi","18-39 anni",2025,138602
"409","Paesi esteri","Maschi","40-64 anni",2002,11186
"410","Paesi esteri","Maschi","40-64 anni",2003,25951
"411","Paesi esteri","Maschi","40-64 anni",2004,28270
"412","Paesi esteri","Maschi","40-64 anni",2005,17904
"413","Paesi esteri","Maschi","40-64 anni",2006,16084
"414","Paesi esteri","Maschi","40-64 anni",2007,32431
"415","Paesi esteri","Maschi","40-64 anni",2008,32319
"416","Paesi esteri","Maschi","40-64 anni",2009,26269
"417","Paesi esteri","Maschi","40-64 anni",2010,28061
"418","Paesi esteri","Maschi","40-64 anni",2011,26306
"419","Paesi esteri","Maschi","40-64 anni",2012,23734
"420","Paesi esteri","Maschi","40-64 anni",2013,21271
"421","Paesi esteri","Maschi","40-64 anni",2014,19123
"422","Paesi esteri","Maschi","40-64 anni",2015,18403
"423","Paesi esteri","Maschi","40-64 anni",2016,18788
"424","Paesi esteri","Maschi","40-64 anni",2017,20745
"425","Paesi esteri","Maschi","40-64 anni",2018,21255
"426","Paesi esteri","Maschi","40-64 anni",2019,25684
"427","Paesi esteri","Maschi","40-64 anni",2020,17938
"428","Paesi esteri","Maschi","40-64 anni",2021,22157
"429","Paesi esteri","Maschi","40-64 anni",2022,32572
"430","Paesi esteri","Maschi","40-64 anni",2023,36701
"431","Paesi esteri","Maschi","40-64 anni",2024,37950
"432","Paesi esteri","Maschi","40-64 anni",2025,38553
"433","Paesi esteri","Maschi","65 anni e più",2002,1482
"434","Paesi esteri","Maschi","65 anni e più",2003,1577
"435","Paesi esteri","Maschi","65 anni e più",2004,2030
"436","Paesi esteri","Maschi","65 anni e più",2005,1853
"437","Paesi esteri","Maschi","65 anni e più",2006,1504
"438","Paesi esteri","Maschi","65 anni e più",2007,2084
"439","Paesi esteri","Maschi","65 anni e più",2008,3827
"440","Paesi esteri","Maschi","65 anni e più",2009,3161
"441","Paesi esteri","Maschi","65 anni e più",2010,2482
"442","Paesi esteri","Maschi","65 anni e più",2011,2180
"443","Paesi esteri","Maschi","65 anni e più",2012,2099
"444","Paesi esteri","Maschi","65 anni e più",2013,2813
"445","Paesi esteri","Maschi","65 anni e più",2014,2363
"446","Paesi esteri","Maschi","65 anni e più",2015,2474
"447","Paesi esteri","Maschi","65 anni e più",2016,2771
"448","Paesi esteri","Maschi","65 anni e più",2017,3132
"449","Paesi esteri","Maschi","65 anni e più",2018,3308
"450","Paesi esteri","Maschi","65 anni e più",2019,4005
"451","Paesi esteri","Maschi","65 anni e più",2020,2547
"452","Paesi esteri","Maschi","65 anni e più",2021,2778
"453","Paesi esteri","Maschi","65 anni e più",2022,4300
"454","Paesi esteri","Maschi","65 anni e più",2023,5159
"455","Paesi esteri","Maschi","65 anni e più",2024,5136
"456","Paesi esteri","Maschi","65 anni e più",2025,5229
"457","Paesi esteri","Maschi","Totale",2002,80026
"458","Paesi esteri","Maschi","Totale",2003,189702
"459","Paesi esteri","Maschi","Totale",2004,190032
"460","Paesi esteri","Maschi","Totale",2005,124664
"461","Paesi esteri","Maschi","Totale",2006,108381
"462","Paesi esteri","Maschi","Totale",2007,223310
"463","Paesi esteri","Maschi","Totale",2008,212229
"464","Paesi esteri","Maschi","Totale",2009,176383
"465","Paesi esteri","Maschi","Totale",2010,187084
"466","Paesi esteri","Maschi","Totale",2011,168726
"467","Paesi esteri","Maschi","Totale",2012,155521
"468","Paesi esteri","Maschi","Totale",2013,132401
"469","Paesi esteri","Maschi","Totale",2014,122887
"470","Paesi esteri","Maschi","Totale",2015,133916
"471","Paesi esteri","Maschi","Totale",2016,147348
"472","Paesi esteri","Maschi","Totale",2017,175888
"473","Paesi esteri","Maschi","Totale",2018,158283
"474","Paesi esteri","Maschi","Totale",2019,130542
"475","Paesi esteri","Maschi","Totale",2020,96801
"476","Paesi esteri","Maschi","Totale",2021,126245
"477","Paesi esteri","Maschi","Totale",2022,175803
"478","Paesi esteri","Maschi","Totale",2023,210260
"479","Paesi esteri","Maschi","Totale",2024,227628
"480","Paesi esteri","Maschi","Totale",2025,221786
"481","Paesi esteri","Femmine","Fino a 17 anni",2002,17717
"482","Paesi esteri","Femmine","Fino a 17 anni",2003,19492
"483","Paesi esteri","Femmine","Fino a 17 anni",2004,24703
"484","Paesi esteri","Femmine","Fino a 17 anni",2005,30009
"485","Paesi esteri","Femmine","Fino a 17 anni",2006,24841
"486","Paesi esteri","Femmine","Fino a 17 anni",2007,36872
"487","Paesi esteri","Femmine","Fino a 17 anni",2008,36232
"488","Paesi esteri","Femmine","Fino a 17 anni",2009,31842
"489","Paesi esteri","Femmine","Fino a 17 anni",2010,29538
"490","Paesi esteri","Femmine","Fino a 17 anni",2011,27163
"491","Paesi esteri","Femmine","Fino a 17 anni",2012,24590
"492","Paesi esteri","Femmine","Fino a 17 anni",2013,20717
"493","Paesi esteri","Femmine","Fino a 17 anni",2014,18277
"494","Paesi esteri","Femmine","Fino a 17 anni",2015,17909
"495","Paesi esteri","Femmine","Fino a 17 anni",2016,18061
"496","Paesi esteri","Femmine","Fino a 17 anni",2017,19780
"497","Paesi esteri","Femmine","Fino a 17 anni",2018,20922
"498","Paesi esteri","Femmine","Fino a 17 anni",2019,22383
"499","Paesi esteri","Femmine","Fino a 17 anni",2020,15245
