"","year","age","median","source","low90","high90"
"2784",2053,56,"566.53499999999997","UN","566.53499999999997","566.53499999999997"
"2785",2053,57,"568.64549999999997","UN","568.64549999999997","568.64549999999997"
"2786",2053,58,"571.77099999999996","UN","571.77099999999996","571.77099999999996"
"2787",2053,59,"580.55399999999997","UN","580.55399999999997","580.55399999999997"
"2788",2053,60,"603.51350000000002","UN","603.51350000000002","603.51350000000002"
"2789",2053,61,"621.24400000000003","UN","621.24400000000003","621.24400000000003"
"2790",2053,62,"629.42750000000001","UN","629.42750000000001","629.42750000000001"
"2791",2053,63,"632.52750000000003","UN","632.52750000000003","632.52750000000003"
"2792",2053,64,"637.803","UN","637.803","637.803"
"2793",2053,65,"622.46050000000002","UN","622.46050000000002","622.46050000000002"
"2794",2053,66,"606.74099999999999","UN","606.74099999999999","606.74099999999999"
"2795",2053,67,"618.23649999999998","UN","618.23649999999998","618.23649999999998"
"2796",2053,68,"629.54100000000005","UN","629.54100000000005","629.54100000000005"
"2797",2053,69,"642.56200000000001","UN","642.56200000000001","642.56200000000001"
"2798",2053,70,"657.19600000000003","UN","657.19600000000003","657.19600000000003"
"2799",2053,71,"675.20950000000005","UN","675.20950000000005","675.20950000000005"
"2800",2053,72,"682.46749999999997","UN","682.46749999999997","682.46749999999997"
"2801",2053,73,"688.57799999999997","UN","688.57799999999997","688.57799999999997"
"2802",2053,74,"704.89549999999997","UN","704.89549999999997","704.89549999999997"
"2803",2053,75,"725.38900000000001","UN","725.38900000000001","725.38900000000001"
"2804",2053,76,"745.57650000000001","UN","745.57650000000001","745.57650000000001"
"2805",2053,77,"764.83399999999995","UN","764.83399999999995","764.83399999999995"
"2806",2053,78,"778.08349999999996","UN","778.08349999999996","778.08349999999996"
"2807",2053,79,"775.04750000000001","UN","775.04750000000001","775.04750000000001"
"2808",2053,80,"762.69050000000004","UN","762.69050000000004","762.69050000000004"
"2809",2053,81,"750.73099999999999","UN","750.73099999999999","750.73099999999999"
"2810",2053,82,"730.28549999999996","UN","730.28549999999996","730.28549999999996"
"2811",2053,83,"701.35350000000005","UN","701.35350000000005","701.35350000000005"
"2812",2053,84,"680.12249999999995","UN","680.12249999999995","680.12249999999995"
"2813",2053,85,"651.35850000000005","UN","651.35850000000005","651.35850000000005"
"2814",2053,86,"609.72400000000005","UN","609.72400000000005","609.72400000000005"
"2815",2053,87,"572.66150000000005","UN","572.66150000000005","572.66150000000005"
"2816",2053,88,"525.91049999999996","UN","525.91049999999996","525.91049999999996"
"2817",2053,89,"465.52499999999998","UN","465.52499999999998","465.52499999999998"
"2818",2053,90,"403.28050000000002","UN","403.28050000000002","403.28050000000002"
"2819",2053,91,"339.39049999999997","UN","339.39049999999997","339.39049999999997"
"2820",2053,92,"285.34800000000001","UN","285.34800000000001","285.34800000000001"
"2821",2053,93,"235.91550000000001","UN","235.91550000000001","235.91550000000001"
"2822",2053,94,"185.7885","UN","185.7885","185.7885"
"2823",2053,95,"142.19499999999999","UN","142.19499999999999","142.19499999999999"
"2824",2053,96,"108.17149999999999","UN","108.17149999999999","108.17149999999999"
"2825",2053,97,"80.808000000000007","UN","80.808000000000007","80.808000000000007"
"2826",2053,98,"56.33","UN","56.33","56.33"
"2827",2053,99,"37.908999999999999","UN","37.908999999999999","37.908999999999999"
"2828",2053,100,"62.384999999999998","UN","62.384999999999998","62.384999999999998"
"2829",2054,0,"324.04700000000003","UN","324.04700000000003","469.73500000000001"
"2830",2054,1,"330.22399999999999","UN","330.22399999999999","472.49200000000002"
"2831",2054,2,"336.75850000000003","UN","336.75850000000003","476.56450000000001"
"2832",2054,3,"342.99","UN","342.99","481.286"
"2833",2054,4,"349.32400000000001","UN","349.32400000000001","486.96199999999999"
"2834",2054,5,"355.83049999999997","UN","355.83049999999997","493.47250000000003"
"2835",2054,6,"361.89449999999999","UN","361.89449999999999","500.04950000000002"
"2836",2054,7,"367.56799999999998","UN","367.56799999999998","506.57900000000001"
"2837",2054,8,"373.28050000000002","UN","373.28050000000002","513.36850000000004"
"2838",2054,9,"378.37099999999998","UN","378.37099999999998","519.66800000000001"
"2839",2054,10,"382.541","UN","382.541","525.11099999999999"
"2840",2054,11,"385.75450000000001","UN","385.75450000000001","529.55949999999996"
"2841",2054,12,"388.16899999999998","UN","388.16899999999998","533.04049999999995"
"2842",2054,13,"390.0985","UN","390.0985","535.86500000000001"
"2843",2054,14,"391.41649999999998","UN","391.41649999999998","537.90499999999997"
"2844",2054,15,"392.37049999999999","UN","392.37049999999999","539.34699999999998"
"2845",2054,16,"393.59300000000002","UN","393.59300000000002","540.83050000000003"
"2846",2054,17,"396.42700000000002","UN","396.42700000000002","543.75850000000003"
"2847",2054,18,"401.83800000000002","UN","401.83800000000002","549.18100000000004"
"2848",2054,19,"410.36399999999998","UN","410.36399999999998","557.72649999999999"
"2849",2054,20,"421.24700000000001","UN","421.24700000000001","553.93899999999996"
"2850",2054,21,"432.90300000000002","UN","432.90300000000002","551.03150000000005"
"2851",2054,22,"443.67250000000001","UN","443.67250000000001","562.17849999999999"
"2852",2054,23,"452.05099999999999","UN","452.05099999999999","571.15650000000005"
"2853",2054,24,"457.815","UN","457.815","577.68550000000005"
"2854",2054,25,"461.46499999999997","UN","461.46499999999997","559.52250000000004"
"2855",2054,26,"463.24549999999999","UN","463.24549999999999","539.4665"
"2856",2054,27,"463.45150000000001","UN","463.45150000000001","540.49199999999996"
"2857",2054,28,"463.76249999999999","UN","463.76249999999999","541.69200000000001"
"2858",2054,29,"464.40300000000002","UN","464.40300000000002","543.27"
"2859",2054,30,"463.60899999999998","UN","463.60899999999998","503.27949999999998"
"2860",2054,31,"469.72550000000001","UN","469.72550000000001","469.72550000000001"
"2861",2054,32,"479.3965","UN","479.3965","479.3965"
"2862",2054,33,"480.78100000000001","UN","480.78100000000001","480.78100000000001"
"2863",2054,34,"482.81700000000001","UN","482.81700000000001","482.81700000000001"
"2864",2054,35,"495.08600000000001","UN","495.08600000000001","495.08600000000001"
"2865",2054,36,"513.2165","UN","513.2165","513.2165"
"2866",2054,37,"528.64300000000003","UN","528.64300000000003","528.64300000000003"
"2867",2054,38,"537.86450000000002","UN","537.86450000000002","537.86450000000002"
