"","sex","age","year","qx"
"1523","Maschi","63 anni",2012,9.95526
"1524","Maschi","63 anni",2013,9.4822
"1525","Maschi","63 anni",2014,9.46929
"1526","Maschi","63 anni",2015,9.50546
"1527","Maschi","63 anni",2016,8.91025
"1528","Maschi","63 anni",2017,8.85038
"1529","Maschi","63 anni",2018,8.63718
"1530","Maschi","63 anni",2019,8.27508
"1531","Maschi","63 anni",2020,9.85835
"1532","Maschi","63 anni",2021,9.4957
"1533","Maschi","63 anni",2022,8.66487
"1534","Maschi","63 anni",2023,8.29213
"1535","Maschi","63 anni",2024,7.72208
"1536","Maschi","63 anni",2025,7.60386
"1537","Maschi","64 anni",2002,13.34163
"1538","Maschi","64 anni",2003,13.21278
"1539","Maschi","64 anni",2004,12.77732
"1540","Maschi","64 anni",2005,12.58636
"1541","Maschi","64 anni",2006,12.40018
"1542","Maschi","64 anni",2007,12.02168
"1543","Maschi","64 anni",2008,11.53226
"1544","Maschi","64 anni",2009,11.54325
"1545","Maschi","64 anni",2010,10.80418
"1546","Maschi","64 anni",2011,10.51235
"1547","Maschi","64 anni",2012,10.51582
"1548","Maschi","64 anni",2013,10.57769
"1549","Maschi","64 anni",2014,10.34883
"1550","Maschi","64 anni",2015,10.53156
"1551","Maschi","64 anni",2016,9.77314
"1552","Maschi","64 anni",2017,9.74283
"1553","Maschi","64 anni",2018,9.46529
"1554","Maschi","64 anni",2019,9.11753
"1555","Maschi","64 anni",2020,10.85837
"1556","Maschi","64 anni",2021,10.46052
"1557","Maschi","64 anni",2022,9.6527
"1558","Maschi","64 anni",2023,9.17373
"1559","Maschi","64 anni",2024,8.49182
"1560","Maschi","64 anni",2025,8.4199
"1561","Maschi","65 anni",2002,14.85637
"1562","Maschi","65 anni",2003,14.43029
"1563","Maschi","65 anni",2004,13.70335
"1564","Maschi","65 anni",2005,13.66501
"1565","Maschi","65 anni",2006,13.4771
"1566","Maschi","65 anni",2007,13.23436
"1567","Maschi","65 anni",2008,13.17354
"1568","Maschi","65 anni",2009,12.60731
"1569","Maschi","65 anni",2010,12.17984
"1570","Maschi","65 anni",2011,11.63731
"1571","Maschi","65 anni",2012,11.40168
"1572","Maschi","65 anni",2013,11.14929
"1573","Maschi","65 anni",2014,11.58599
"1574","Maschi","65 anni",2015,11.52915
"1575","Maschi","65 anni",2016,10.96756
"1576","Maschi","65 anni",2017,10.75287
"1577","Maschi","65 anni",2018,10.50503
"1578","Maschi","65 anni",2019,10.01393
"1579","Maschi","65 anni",2020,12.03147
"1580","Maschi","65 anni",2021,11.44447
"1581","Maschi","65 anni",2022,10.79527
"1582","Maschi","65 anni",2023,10.18433
"1583","Maschi","65 anni",2024,9.40088
"1584","Maschi","65 anni",2025,9.37513
"1585","Maschi","66 anni",2002,16.63809
"1586","Maschi","66 anni",2003,16.04077
"1587","Maschi","66 anni",2004,15.05946
"1588","Maschi","66 anni",2005,14.5964
"1589","Maschi","66 anni",2006,14.6567
"1590","Maschi","66 anni",2007,14.31077
"1591","Maschi","66 anni",2008,14.28041
"1592","Maschi","66 anni",2009,14.21819
"1593","Maschi","66 anni",2010,13.4248
"1594","Maschi","66 anni",2011,13.20993
"1595","Maschi","66 anni",2012,12.5706
"1596","Maschi","66 anni",2013,12.19855
"1597","Maschi","66 anni",2014,12.14802
"1598","Maschi","66 anni",2015,12.79131
"1599","Maschi","66 anni",2016,12.23273
"1600","Maschi","66 anni",2017,11.99019
"1601","Maschi","66 anni",2018,11.57702
"1602","Maschi","66 anni",2019,11.21819
"1603","Maschi","66 anni",2020,13.13505
"1604","Maschi","66 anni",2021,12.57103
"1605","Maschi","66 anni",2022,11.72826
"1606","Maschi","66 anni",2023,11.26571
"1607","Maschi","66 anni",2024,10.46413
"1608","Maschi","66 anni",2025,10.30807
"1609","Maschi","67 anni",2002,18.55577
"1610","Maschi","67 anni",2003,18.08611
"1611","Maschi","67 anni",2004,17.01829
"1612","Maschi","67 anni",2005,16.05766
"1613","Maschi","67 anni",2006,15.72201
"1614","Maschi","67 anni",2007,15.54144
"1615","Maschi","67 anni",2008,15.4526
"1616","Maschi","67 anni",2009,15.45143
"1617","Maschi","67 anni",2010,15.06266
"1618","Maschi","67 anni",2011,14.54632
"1619","Maschi","67 anni",2012,14.149
"1620","Maschi","67 anni",2013,13.55872
"1621","Maschi","67 anni",2014,13.18587
"1622","Maschi","67 anni",2015,13.59111
"1623","Maschi","67 anni",2016,13.65786
"1624","Maschi","67 anni",2017,13.12995
"1625","Maschi","67 anni",2018,12.9008
"1626","Maschi","67 anni",2019,12.44874
"1627","Maschi","67 anni",2020,14.48346
"1628","Maschi","67 anni",2021,13.89891
"1629","Maschi","67 anni",2022,12.79794
"1630","Maschi","67 anni",2023,12.38075
"1631","Maschi","67 anni",2024,11.68369
"1632","Maschi","67 anni",2025,11.3561
"1633","Maschi","68 anni",2002,20.41623
"1634","Maschi","68 anni",2003,20.11741
"1635","Maschi","68 anni",2004,19.18725
"1636","Maschi","68 anni",2005,17.93225
"1637","Maschi","68 anni",2006,17.12422
"1638","Maschi","68 anni",2007,16.62059
"1639","Maschi","68 anni",2008,16.87843
"1640","Maschi","68 anni",2009,16.77563
"1641","Maschi","68 anni",2010,16.40983
"1642","Maschi","68 anni",2011,16.39623
"1643","Maschi","68 anni",2012,15.61612
"1644","Maschi","68 anni",2013,15.29038
"1645","Maschi","68 anni",2014,14.4783
"1646","Maschi","68 anni",2015,14.78349
"1647","Maschi","68 anni",2016,14.22635
"1648","Maschi","68 anni",2017,14.66073
"1649","Maschi","68 anni",2018,14.16065
"1650","Maschi","68 anni",2019,13.9313
"1651","Maschi","68 anni",2020,16.02416
"1652","Maschi","68 anni",2021,15.43465
"1653","Maschi","68 anni",2022,13.97499
"1654","Maschi","68 anni",2023,13.52553
"1655","Maschi","68 anni",2024,12.84605
"1656","Maschi","68 anni",2025,12.51877
"1657","Maschi","69 anni",2002,22.80492
"1658","Maschi","69 anni",2003,22.30262
"1659","Maschi","69 anni",2004,21.28199
"1660","Maschi","69 anni",2005,20.45917
"1661","Maschi","69 anni",2006,18.88237
"1662","Maschi","69 anni",2007,18.24027
"1663","Maschi","69 anni",2008,18.2622
"1664","Maschi","69 anni",2009,18.37721
"1665","Maschi","69 anni",2010,17.79523
"1666","Maschi","69 anni",2011,17.81802
"1667","Maschi","69 anni",2012,17.66354
"1668","Maschi","69 anni",2013,16.80181
"1669","Maschi","69 anni",2014,16.25072
"1670","Maschi","69 anni",2015,16.02029
"1671","Maschi","69 anni",2016,15.29609
"1672","Maschi","69 anni",2017,15.51034
"1673","Maschi","69 anni",2018,15.79119
"1674","Maschi","69 anni",2019,15.16952
"1675","Maschi","69 anni",2020,17.935
"1676","Maschi","69 anni",2021,17.05307
"1677","Maschi","69 anni",2022,15.66005
"1678","Maschi","69 anni",2023,14.99228
"1679","Maschi","69 anni",2024,14.16101
"1680","Maschi","69 anni",2025,13.6669
"1681","Maschi","70 anni",2002,25.5077
"1682","Maschi","70 anni",2003,25.05857
"1683","Maschi","70 anni",2004,23.37679
"1684","Maschi","70 anni",2005,22.98784
"1685","Maschi","70 anni",2006,21.34813
"1686","Maschi","70 anni",2007,20.44529
"1687","Maschi","70 anni",2008,19.93129
"1688","Maschi","70 anni",2009,19.6505
"1689","Maschi","70 anni",2010,19.64423
"1690","Maschi","70 anni",2011,19.30791
"1691","Maschi","70 anni",2012,19.16751
"1692","Maschi","70 anni",2013,19.19257
"1693","Maschi","70 anni",2014,17.87631
"1694","Maschi","70 anni",2015,17.98692
"1695","Maschi","70 anni",2016,16.70861
"1696","Maschi","70 anni",2017,16.80399
"1697","Maschi","70 anni",2018,16.6641
"1698","Maschi","70 anni",2019,16.93926
"1699","Maschi","70 anni",2020,19.87188
"1700","Maschi","70 anni",2021,19.00185
"1701","Maschi","70 anni",2022,17.47358
"1702","Maschi","70 anni",2023,16.83305
"1703","Maschi","70 anni",2024,15.37315
"1704","Maschi","70 anni",2025,14.90786
"1705","Maschi","71 anni",2002,28.25325
"1706","Maschi","71 anni",2003,27.77794
"1707","Maschi","71 anni",2004,26.11427
"1708","Maschi","71 anni",2005,25.54661
"1709","Maschi","71 anni",2006,23.92446
"1710","Maschi","71 anni",2007,23.20359
"1711","Maschi","71 anni",2008,22.36062
"1712","Maschi","71 anni",2009,21.57456
"1713","Maschi","71 anni",2010,21.09852
"1714","Maschi","71 anni",2011,20.9129
"1715","Maschi","71 anni",2012,20.96361
"1716","Maschi","71 anni",2013,20.95368
"1717","Maschi","71 anni",2014,20.53199
"1718","Maschi","71 anni",2015,19.95156
"1719","Maschi","71 anni",2016,18.90146
"1720","Maschi","71 anni",2017,18.56189
"1721","Maschi","71 anni",2018,18.20021
"1722","Maschi","71 anni",2019,17.89786
"1723","Maschi","71 anni",2020,22.49869
"1724","Maschi","71 anni",2021,20.7648
"1725","Maschi","71 anni",2022,19.73748
"1726","Maschi","71 anni",2023,18.82416
"1727","Maschi","71 anni",2024,17.14364
"1728","Maschi","71 anni",2025,16.58813
"1729","Maschi","72 anni",2002,31.55663
"1730","Maschi","72 anni",2003,30.68711
"1731","Maschi","72 anni",2004,28.93293
"1732","Maschi","72 anni",2005,28.5076
"1733","Maschi","72 anni",2006,26.58993
"1734","Maschi","72 anni",2007,26.01262
"1735","Maschi","72 anni",2008,25.19314
"1736","Maschi","72 anni",2009,24.27144
"1737","Maschi","72 anni",2010,23.4232
"1738","Maschi","72 anni",2011,22.52
"1739","Maschi","72 anni",2012,22.94523
"1740","Maschi","72 anni",2013,22.66801
"1741","Maschi","72 anni",2014,22.39257
"1742","Maschi","72 anni",2015,22.99355
"1743","Maschi","72 anni",2016,21.28001
"1744","Maschi","72 anni",2017,21.07871
"1745","Maschi","72 anni",2018,20.11988
"1746","Maschi","72 anni",2019,19.50565
"1747","Maschi","72 anni",2020,23.89297
"1748","Maschi","72 anni",2021,23.12212
"1749","Maschi","72 anni",2022,21.72177
"1750","Maschi","72 anni",2023,21.08607
"1751","Maschi","72 anni",2024,19.03337
"1752","Maschi","72 anni",2025,18.70951
"1753","Maschi","73 anni",2002,34.80212
"1754","Maschi","73 anni",2003,34.81873
"1755","Maschi","73 anni",2004,32.09887
"1756","Maschi","73 anni",2005,31.49016
"1757","Maschi","73 anni",2006,29.84683
"1758","Maschi","73 anni",2007,28.90006
"1759","Maschi","73 anni",2008,28.17435
"1760","Maschi","73 anni",2009,27.58958
"1761","Maschi","73 anni",2010,26.11104
"1762","Maschi","73 anni",2011,24.87225
"1763","Maschi","73 anni",2012,24.77719
"1764","Maschi","73 anni",2013,24.69606
"1765","Maschi","73 anni",2014,24.30768
"1766","Maschi","73 anni",2015,25.31389
"1767","Maschi","73 anni",2016,24.49872
"1768","Maschi","73 anni",2017,23.51001
"1769","Maschi","73 anni",2018,22.72833
"1770","Maschi","73 anni",2019,21.66771
"1771","Maschi","73 anni",2020,26.04468
"1772","Maschi","73 anni",2021,24.47811
"1773","Maschi","73 anni",2022,23.92103
"1774","Maschi","73 anni",2023,22.95799
"1775","Maschi","73 anni",2024,21.38266
"1776","Maschi","73 anni",2025,20.86125
"1777","Maschi","74 anni",2002,38.5912
"1778","Maschi","74 anni",2003,38.45609
"1779","Maschi","74 anni",2004,36.04237
"1780","Maschi","74 anni",2005,34.60375
"1781","Maschi","74 anni",2006,33.26122
"1782","Maschi","74 anni",2007,32.69719
"1783","Maschi","74 anni",2008,31.65144
"1784","Maschi","74 anni",2009,30.74509
"1785","Maschi","74 anni",2010,29.52714
"1786","Maschi","74 anni",2011,27.91499
"1787","Maschi","74 anni",2012,27.74321
"1788","Maschi","74 anni",2013,26.50588
"1789","Maschi","74 anni",2014,26.6321
"1790","Maschi","74 anni",2015,28.01214
"1791","Maschi","74 anni",2016,26.98757
"1792","Maschi","74 anni",2017,27.43013
"1793","Maschi","74 anni",2018,25.48201
"1794","Maschi","74 anni",2019,24.57058
"1795","Maschi","74 anni",2020,28.93262
"1796","Maschi","74 anni",2021,26.8674
"1797","Maschi","74 anni",2022,25.97889
"1798","Maschi","74 anni",2023,25.50786
"1799","Maschi","74 anni",2024,23.64865
"1800","Maschi","74 anni",2025,23.54907
"1801","Maschi","75 anni",2002,42.80239
"1802","Maschi","75 anni",2003,42.6777
"1803","Maschi","75 anni",2004,39.76425
"1804","Maschi","75 anni",2005,38.8403
"1805","Maschi","75 anni",2006,36.74081
"1806","Maschi","75 anni",2007,36.49202
"1807","Maschi","75 anni",2008,35.81184
"1808","Maschi","75 anni",2009,34.59764
"1809","Maschi","75 anni",2010,32.91985
"1810","Maschi","75 anni",2011,31.71179
"1811","Maschi","75 anni",2012,31.1372
"1812","Maschi","75 anni",2013,29.25839
"1813","Maschi","75 anni",2014,28.81158
"1814","Maschi","75 anni",2015,30.50419
"1815","Maschi","75 anni",2016,29.45364
"1816","Maschi","75 anni",2017,30.44355
"1817","Maschi","75 anni",2018,29.54622
"1818","Maschi","75 anni",2019,27.09513
"1819","Maschi","75 anni",2020,32.63288
"1820","Maschi","75 anni",2021,29.96527
"1821","Maschi","75 anni",2022,29.22232
"1822","Maschi","75 anni",2023,27.16996
"1823","Maschi","75 anni",2024,26.57138
"1824","Maschi","75 anni",2025,26.05178
"1825","Maschi","76 anni",2002,47.33221
"1826","Maschi","76 anni",2003,47.75157
"1827","Maschi","76 anni",2004,44.12604
"1828","Maschi","76 anni",2005,43.20168
"1829","Maschi","76 anni",2006,41.4346
"1830","Maschi","76 anni",2007,40.30314
"1831","Maschi","76 anni",2008,39.67238
"1832","Maschi","76 anni",2009,39.08016
"1833","Maschi","76 anni",2010,36.66486
"1834","Maschi","76 anni",2011,35.69571
"1835","Maschi","76 anni",2012,35.19545
"1836","Maschi","76 anni",2013,32.94555
"1837","Maschi","76 anni",2014,31.80589
"1838","Maschi","76 anni",2015,33.07795
"1839","Maschi","76 anni",2016,32.09977
"1840","Maschi","76 anni",2017,33.48173
"1841","Maschi","76 anni",2018,32.53181
"1842","Maschi","76 anni",2019,31.3022
"1843","Maschi","76 anni",2020,36.57429
"1844","Maschi","76 anni",2021,34.20647
"1845","Maschi","76 anni",2022,32.86943
"1846","Maschi","76 anni",2023,29.80342
"1847","Maschi","76 anni",2024,28.45181
"1848","Maschi","76 anni",2025,29.315
"1849","Maschi","77 anni",2002,52.17915
"1850","Maschi","77 anni",2003,52.67385
"1851","Maschi","77 anni",2004,49.14738
"1852","Maschi","77 anni",2005,48.12546
"1853","Maschi","77 anni",2006,46.06594
"1854","Maschi","77 anni",2007,45.19961
"1855","Maschi","77 anni",2008,44.1372
"1856","Maschi","77 anni",2009,43.86725
"1857","Maschi","77 anni",2010,41.25293
"1858","Maschi","77 anni",2011,40.30036
"1859","Maschi","77 anni",2012,39.76264
"1860","Maschi","77 anni",2013,37.65366
"1861","Maschi","77 anni",2014,36.09916
"1862","Maschi","77 anni",2015,36.74055
"1863","Maschi","77 anni",2016,34.55282
"1864","Maschi","77 anni",2017,36.55235
"1865","Maschi","77 anni",2018,35.69331
"1866","Maschi","77 anni",2019,35.05019
"1867","Maschi","77 anni",2020,42.17051
"1868","Maschi","77 anni",2021,38.38012
"1869","Maschi","77 anni",2022,37.54771
"1870","Maschi","77 anni",2023,33.41589
"1871","Maschi","77 anni",2024,31.46859
"1872","Maschi","77 anni",2025,31.43475
"1873","Maschi","78 anni",2002,58.07619
"1874","Maschi","78 anni",2003,58.57466
"1875","Maschi","78 anni",2004,54.36173
"1876","Maschi","78 anni",2005,53.85648
"1877","Maschi","78 anni",2006,51.08438
"1878","Maschi","78 anni",2007,50.43061
"1879","Maschi","78 anni",2008,50.26389
"1880","Maschi","78 anni",2009,48.65054
"1881","Maschi","78 anni",2010,46.61486
"1882","Maschi","78 anni",2011,46.10404
"1883","Maschi","78 anni",2012,44.81269
"1884","Maschi","78 anni",2013,42.76021
"1885","Maschi","78 anni",2014,41.40013
"1886","Maschi","78 anni",2015,41.85106
"1887","Maschi","78 anni",2016,38.62268
"1888","Maschi","78 anni",2017,39.56123
"1889","Maschi","78 anni",2018,39.26082
"1890","Maschi","78 anni",2019,38.92257
"1891","Maschi","78 anni",2020,46.90164
"1892","Maschi","78 anni",2021,44.03623
"1893","Maschi","78 anni",2022,41.50015
"1894","Maschi","78 anni",2023,38.0877
"1895","Maschi","78 anni",2024,35.56304
"1896","Maschi","78 anni",2025,34.69235
"1897","Maschi","79 anni",2002,64.38134
"1898","Maschi","79 anni",2003,66.31343
"1899","Maschi","79 anni",2004,59.9634
"1900","Maschi","79 anni",2005,59.81743
"1901","Maschi","79 anni",2006,56.85151
"1902","Maschi","79 anni",2007,56.06363
"1903","Maschi","79 anni",2008,55.89497
"1904","Maschi","79 anni",2009,54.86317
"1905","Maschi","79 anni",2010,52.47593
"1906","Maschi","79 anni",2011,52.06885
"1907","Maschi","79 anni",2012,51.00983
"1908","Maschi","79 anni",2013,48.6838
"1909","Maschi","79 anni",2014,46.45162
"1910","Maschi","79 anni",2015,47.50107
"1911","Maschi","79 anni",2016,43.63035
"1912","Maschi","79 anni",2017,44.14048
"1913","Maschi","79 anni",2018,42.9648
"1914","Maschi","79 anni",2019,43.26899
"1915","Maschi","79 anni",2020,51.85051
"1916","Maschi","79 anni",2021,48.49112
"1917","Maschi","79 anni",2022,47.04303
"1918","Maschi","79 anni",2023,42.73154
"1919","Maschi","79 anni",2024,40.60517
"1920","Maschi","79 anni",2025,38.89751
"1921","Maschi","80 anni",2002,70.73852
"1922","Maschi","80 anni",2003,73.79933
"1923","Maschi","80 anni",2004,67.40588
"1924","Maschi","80 anni",2005,66.7156
"1925","Maschi","80 anni",2006,63.56245
"1926","Maschi","80 anni",2007,62.72348
"1927","Maschi","80 anni",2008,62.71596
"1928","Maschi","80 anni",2009,60.81567
"1929","Maschi","80 anni",2010,60.26711
"1930","Maschi","80 anni",2011,57.96705
"1931","Maschi","80 anni",2012,58.04264
"1932","Maschi","80 anni",2013,55.56284
"1933","Maschi","80 anni",2014,52.34684
"1934","Maschi","80 anni",2015,54.17078
"1935","Maschi","80 anni",2016,50.26069
"1936","Maschi","80 anni",2017,50.62089
"1937","Maschi","80 anni",2018,47.85579
"1938","Maschi","80 anni",2019,47.22141
"1939","Maschi","80 anni",2020,57.54557
"1940","Maschi","80 anni",2021,53.69202
"1941","Maschi","80 anni",2022,52.77063
"1942","Maschi","80 anni",2023,50.06206
"1943","Maschi","80 anni",2024,45.45443
"1944","Maschi","80 anni",2025,44.31533
"1945","Maschi","81 anni",2002,75.48034
"1946","Maschi","81 anni",2003,81.10263
"1947","Maschi","81 anni",2004,74.3917
"1948","Maschi","81 anni",2005,75.44274
"1949","Maschi","81 anni",2006,71.47336
"1950","Maschi","81 anni",2007,71.04182
"1951","Maschi","81 anni",2008,70.36943
"1952","Maschi","81 anni",2009,68.55882
"1953","Maschi","81 anni",2010,67.75583
"1954","Maschi","81 anni",2011,65.31671
"1955","Maschi","81 anni",2012,65.26698
"1956","Maschi","81 anni",2013,62.5855
"1957","Maschi","81 anni",2014,59.20405
"1958","Maschi","81 anni",2015,61.11393
"1959","Maschi","81 anni",2016,57.06058
"1960","Maschi","81 anni",2017,58.29293
"1961","Maschi","81 anni",2018,54.23313
"1962","Maschi","81 anni",2019,52.3989
"1963","Maschi","81 anni",2020,62.4836
"1964","Maschi","81 anni",2021,59.30076
"1965","Maschi","81 anni",2022,58.95118
"1966","Maschi","81 anni",2023,56.14402
"1967","Maschi","81 anni",2024,52.77849
"1968","Maschi","81 anni",2025,49.99275
"1969","Maschi","82 anni",2002,81.71054
"1970","Maschi","82 anni",2003,86.65802
"1971","Maschi","82 anni",2004,81.85929
"1972","Maschi","82 anni",2005,84.49387
"1973","Maschi","82 anni",2006,81.44782
"1974","Maschi","82 anni",2007,79.65561
"1975","Maschi","82 anni",2008,79.20066
"1976","Maschi","82 anni",2009,77.95949
"1977","Maschi","82 anni",2010,76.03776
"1978","Maschi","82 anni",2011,73.74056
"1979","Maschi","82 anni",2012,74.19596
"1980","Maschi","82 anni",2013,69.23629
"1981","Maschi","82 anni",2014,67.31154
"1982","Maschi","82 anni",2015,69.72489
"1983","Maschi","82 anni",2016,64.20656
"1984","Maschi","82 anni",2017,66.11131
"1985","Maschi","82 anni",2018,61.81496
"1986","Maschi","82 anni",2019,59.96109
"1987","Maschi","82 anni",2020,70.33131
"1988","Maschi","82 anni",2021,64.581
"1989","Maschi","82 anni",2022,65.73642
"1990","Maschi","82 anni",2023,62.71056
"1991","Maschi","82 anni",2024,58.93182
"1992","Maschi","82 anni",2025,58.45031
"1993","Maschi","83 anni",2002,92.03531
"1994","Maschi","83 anni",2003,93.70948
"1995","Maschi","83 anni",2004,88.31611
"1996","Maschi","83 anni",2005,92.64961
"1997","Maschi","83 anni",2006,91.03217
"1998","Maschi","83 anni",2007,90.61181
"1999","Maschi","83 anni",2008,88.87259
"2000","Maschi","83 anni",2009,88.39361
"2001","Maschi","83 anni",2010,85.10833
"2002","Maschi","83 anni",2011,83.13661
"2003","Maschi","83 anni",2012,83.48015
"2004","Maschi","83 anni",2013,77.87555
"2005","Maschi","83 anni",2014,75.81993
"2006","Maschi","83 anni",2015,79.17483
"2007","Maschi","83 anni",2016,73.27177
"2008","Maschi","83 anni",2017,74.89942
"2009","Maschi","83 anni",2018,70.22092
"2010","Maschi","83 anni",2019,69.21799
"2011","Maschi","83 anni",2020,80.36784
"2012","Maschi","83 anni",2021,72.20352
"2013","Maschi","83 anni",2022,72.18438
"2014","Maschi","83 anni",2023,69.91651
"2015","Maschi","83 anni",2024,65.82973
"2016","Maschi","83 anni",2025,65.80256
"2017","Maschi","84 anni",2002,108.84803
"2018","Maschi","84 anni",2003,105.23502
"2019","Maschi","84 anni",2004,95.27911
"2020","Maschi","84 anni",2005,99.45739
"2021","Maschi","84 anni",2006,100.19459
"2022","Maschi","84 anni",2007,101.90467
"2023","Maschi","84 anni",2008,101.43393
"2024","Maschi","84 anni",2009,99.11653
"2025","Maschi","84 anni",2010,95.84866
"2026","Maschi","84 anni",2011,93.44392
"2027","Maschi","84 anni",2012,94.59541
"2028","Maschi","84 anni",2013,87.23524
"2029","Maschi","84 anni",2014,85.71127
"2030","Maschi","84 anni",2015,88.8068
"2031","Maschi","84 anni",2016,83.21085
"2032","Maschi","84 anni",2017,85.46978
"2033","Maschi","84 anni",2018,79.88797
"2034","Maschi","84 anni",2019,79.02303
"2035","Maschi","84 anni",2020,92.11878
"2036","Maschi","84 anni",2021,81.98744
"2037","Maschi","84 anni",2022,81.25731
"2038","Maschi","84 anni",2023,76.57986
"2039","Maschi","84 anni",2024,74.23688
"2040","Maschi","84 anni",2025,73.83313
"2041","Maschi","85 anni",2002,124.12448
"2042","Maschi","85 anni",2003,125.32407
"2043","Maschi","85 anni",2004,106.63631
"2044","Maschi","85 anni",2005,107.14512
"2045","Maschi","85 anni",2006,106.85621
"2046","Maschi","85 anni",2007,111.32563
"2047","Maschi","85 anni",2008,112.68893
"2048","Maschi","85 anni",2009,111.91083
"2049","Maschi","85 anni",2010,105.5384
"2050","Maschi","85 anni",2011,104.8004
"2051","Maschi","85 anni",2012,106.22894
"2052","Maschi","85 anni",2013,99.21978
"2053","Maschi","85 anni",2014,95.27135
"2054","Maschi","85 anni",2015,100.25752
"2055","Maschi","85 anni",2016,93.32136
"2056","Maschi","85 anni",2017,97.04625
"2057","Maschi","85 anni",2018,92.04736
"2058","Maschi","85 anni",2019,89.69483
"2059","Maschi","85 anni",2020,103.69312
"2060","Maschi","85 anni",2021,94.48942
"2061","Maschi","85 anni",2022,92.63958
"2062","Maschi","85 anni",2023,86.01641
"2063","Maschi","85 anni",2024,81.90591
"2064","Maschi","85 anni",2025,83.07158
"2065","Maschi","86 anni",2002,137.33439
"2066","Maschi","86 anni",2003,144.08532
"2067","Maschi","86 anni",2004,126.15746
"2068","Maschi","86 anni",2005,119.64132
"2069","Maschi","86 anni",2006,116.56014
"2070","Maschi","86 anni",2007,117.9184
"2071","Maschi","86 anni",2008,123.47695
"2072","Maschi","86 anni",2009,123.62114
"2073","Maschi","86 anni",2010,119.88458
"2074","Maschi","86 anni",2011,115.96286
"2075","Maschi","86 anni",2012,119.44153
"2076","Maschi","86 anni",2013,112.85735
"2077","Maschi","86 anni",2014,107.34781
"2078","Maschi","86 anni",2015,113.28079
"2079","Maschi","86 anni",2016,105.12643
"2080","Maschi","86 anni",2017,109.17641
"2081","Maschi","86 anni",2018,103.8723
"2082","Maschi","86 anni",2019,101.99045
"2083","Maschi","86 anni",2020,116.78827
"2084","Maschi","86 anni",2021,107.63625
"2085","Maschi","86 anni",2022,107.0014
"2086","Maschi","86 anni",2023,98.17043
"2087","Maschi","86 anni",2024,92.44318
"2088","Maschi","86 anni",2025,91.45528
"2089","Maschi","87 anni",2002,148.49637
"2090","Maschi","87 anni",2003,160.6374
"2091","Maschi","87 anni",2004,144.6078
"2092","Maschi","87 anni",2005,143.58886
"2093","Maschi","87 anni",2006,129.71268
"2094","Maschi","87 anni",2007,129.02159
"2095","Maschi","87 anni",2008,131.58811
"2096","Maschi","87 anni",2009,134.4195
"2097","Maschi","87 anni",2010,133.42412
"2098","Maschi","87 anni",2011,131.02811
"2099","Maschi","87 anni",2012,132.00575
"2100","Maschi","87 anni",2013,126.42055
"2101","Maschi","87 anni",2014,121.19859
"2102","Maschi","87 anni",2015,127.87141
"2103","Maschi","87 anni",2016,118.74545
"2104","Maschi","87 anni",2017,123.66782
"2105","Maschi","87 anni",2018,116.56202
"2106","Maschi","87 anni",2019,115.84828
"2107","Maschi","87 anni",2020,132.19537
"2108","Maschi","87 anni",2021,122.49595
"2109","Maschi","87 anni",2022,122.26466
"2110","Maschi","87 anni",2023,112.87439
"2111","Maschi","87 anni",2024,105.89444
"2112","Maschi","87 anni",2025,103.21068
"2113","Maschi","88 anni",2002,154.86098
"2114","Maschi","88 anni",2003,172.95665
"2115","Maschi","88 anni",2004,161.67537
"2116","Maschi","88 anni",2005,165.88924
"2117","Maschi","88 anni",2006,151.95165
"2118","Maschi","88 anni",2007,145.69257
"2119","Maschi","88 anni",2008,143.5639
"2120","Maschi","88 anni",2009,143.60072
"2121","Maschi","88 anni",2010,145.16681
"2122","Maschi","88 anni",2011,146.97366
"2123","Maschi","88 anni",2012,147.71156
"2124","Maschi","88 anni",2013,139.43155
"2125","Maschi","88 anni",2014,137.09519
"2126","Maschi","88 anni",2015,144.68401
"2127","Maschi","88 anni",2016,133.42479
"2128","Maschi","88 anni",2017,138.29974
"2129","Maschi","88 anni",2018,131.82089
"2130","Maschi","88 anni",2019,129.82011
"2131","Maschi","88 anni",2020,149.1944
"2132","Maschi","88 anni",2021,138.29945
"2133","Maschi","88 anni",2022,139.87939
"2134","Maschi","88 anni",2023,127.87425
"2135","Maschi","88 anni",2024,121.33854
"2136","Maschi","88 anni",2025,117.74916
"2137","Maschi","89 anni",2002,165.8316
"2138","Maschi","89 anni",2003,180.08593
"2139","Maschi","89 anni",2004,175.32803
"2140","Maschi","89 anni",2005,183.97738
"2141","Maschi","89 anni",2006,174.03992
"2142","Maschi","89 anni",2007,170.8309
"2143","Maschi","89 anni",2008,161.30862
"2144","Maschi","89 anni",2009,154.70382
"2145","Maschi","89 anni",2010,154.01463
"2146","Maschi","89 anni",2011,158.74597
"2147","Maschi","89 anni",2012,164.21458
"2148","Maschi","89 anni",2013,156.46867
"2149","Maschi","89 anni",2014,151.96698
"2150","Maschi","89 anni",2015,162.82854
"2151","Maschi","89 anni",2016,150.52628
"2152","Maschi","89 anni",2017,156.53336
"2153","Maschi","89 anni",2018,147.35142
"2154","Maschi","89 anni",2019,146.47445
"2155","Maschi","89 anni",2020,165.94559
"2156","Maschi","89 anni",2021,155.2208
"2157","Maschi","89 anni",2022,160.03311
"2158","Maschi","89 anni",2023,145.21823
